year_x,imdb,title_x,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,Profit,year_y,id,title_y,rating
2012,tt1298649,The Watch,men,men,FAIL,55000000,34353000.0,67353000.0,2012FAIL,55805121,34855879.0,68338951.0,1.0,1.0,1298649,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,R,True,English,USA,"Jared Stern, Seth Rogen, Evan Goldberg",36.0,5.7,Akiva Schaffer,27 Jul 2012,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",Comedy,2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg,"79,597",,46706000.0,2012,3453,The Watch,2
2012,tt1596365,The Woman in Black,notalk,notalk,FAIL,15000000,54333290.0,128955898.0,2012FAIL,15219578,55128651.0,130843627.0,1.0,1.0,1596365,A young lawyer travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.,PG-13,True,English,"UK, Canada, Sweden","Susan Hill (novel), Jane Goldman (screenplay)",62.0,6.5,James Watkins,03 Feb 2012,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Liz White",Drama,5 wins & 6 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,"100,483",,168289188.0,2012,3091,The Woman in Black,1
2012,tt1840417,The Words,notalk,notalk,FAIL,6000000,11494838.0,12132578.0,2012FAIL,6087831,11663106.0,12310182.0,1.0,1.0,1840417,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,PG-13,True,"English, French",USA,"Brian Klugman, Lee Sternthal",37.0,7.1,"Brian Klugman, Lee Sternthal",07 Sep 2012,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper",Drama,3 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,"42,229",,17627416.0,2012,3523,The Words,1
2012,tt1621045,Think Like a Man,ok,ok,PASS,12000000,91547205.0,96155124.0,2012PASS,12175663,92887325.0,97562697.0,1.0,1.0,1621045,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,PG-13,True,English,USA,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)",51.0,6.5,Tim Story,20 Apr 2012,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",Comedy,2 wins & 13 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,"22,905",,175702329.0,2012,4875,Think Like a Man,3
2012,tt1859650,To Rome With Love,men-disagree,men,FAIL,21500000,16684352.0,74363777.0,2012FAIL,21814729,16928587.0,75452356.0,1.0,1.0,1859650,,,,,,,,,,,,,,,,,,,69548129.0,2012,3434,To Rome With Love,2
2012,tt1386703,Total Recall,notalk-disagree,notalk,FAIL,125000000,58877969.0,198615996.0,2012FAIL,126829821,59739858.0,201523449.0,1.0,1.0,1386703,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",PG-13,True,English,"USA, Canada","Kurt Wimmer (screenplay), Mark Bomback (screenplay), Ronald Shusett (screen story by), Dan O'Bannon (screen story by), Jon Povill (screen story by), Kurt Wimmer (screen story by), Ronald Shusett (based on the motion picture ""Total Recall"",  screenplay by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screenplay by), Gary Goldman (based on the motion picture ""Total Recall"",  screenplay by), Ronald Shusett (based on the motion picture ""Total Recall"",  screen story by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screen story by), Jon Povill (based on the motion picture ""Total Recall"",  screen story by)",43.0,6.3,Len Wiseman,03 Aug 2012,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston",Action,4 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMzQ2NzYwOTEzMl5BMl5BanBnXkFtZTcwNjExNTMxOA@@._V1_SX300.jpg,"155,966",,132493965.0,2012,3535,Total Recall,1
2012,tt1496025,Underworld: Awakening,ok,ok,PASS,70000000,62321039.0,160379930.0,2012PASS,71024700,63233330.0,162727662.0,1.0,1.0,1496025,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrioress Selene leads the battle against humankind.",R,True,"English, Russian",USA,"Len Wiseman (screenplay), John Hlavin (screenplay), J. Michael Straczynski (screenplay), Allison Burnett (screenplay), Len Wiseman (story), John Hlavin (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",39.0,6.4,"Måns Mårlind, Björn Stein",20 Jan 2012,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James",Action,1 win.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,"86,922",,152700969.0,2012,2997,Underworld: Awakening,3
2012,tt1655460,Wanderlust,ok,ok,PASS,32500000,17288155.0,24159934.0,2012PASS,32975753,17541229.0,24513601.0,1.0,1.0,1655460,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",R,True,English,USA,"David Wain, Ken Marino",53.0,5.6,David Wain,24 Feb 2012,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",Comedy,1 win.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,"49,323",,8948089.0,2012,3473,Wanderlust,3
2012,tt1586265,What to Expect When You&#39;re Expecting,ok,ok,PASS,37500000,41152203.0,80652203.0,2012PASS,38048946,41754612.0,81832836.0,1.0,1.0,1586265,,,,,,,,,,,,,,,,,,,84304406.0,2012,3275,What to Expect When You’re Expecting,3
2012,tt1870529,Won&#39;t Back Down,ok,ok,PASS,19000000,5310554.0,5431486.0,2012PASS,19278133,5388293.0,5510995.0,1.0,1.0,1870529,,,,,,,,,,,,,,,,,,,-8257960.0,2012,3931,Won’t Back Down,3
2012,tt1646987,Wrath of the Titans,notalk-disagree,notalk,FAIL,150000000,83670083.0,301970083.0,2012FAIL,152195785,84894893.0,306390492.0,1.0,1.0,1646987,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",PG-13,True,English,"USA, Spain","Dan Mazeau (screenplay), David Johnson (screenplay), Greg Berlanti (story), David Johnson (story), Dan Mazeau (story), Beverley Cross",37.0,5.8,Jonathan Liebesman,30 Mar 2012,"Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez",Action,2 wins & 2 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,"117,567",,235640166.0,2012,3150,Wrath of the Titans,1
2012,tt1772341,Wreck-It Ralph,ok-disagree,ok,PASS,165000000,189412677.0,473412677.0,2012PASS,167415363,192185407.0,480342759.0,1.0,1.0,1772341,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",PG,True,English,USA,"Rich Moore (story), Phil Johnston (story), Jim Reardon (story), Phil Johnston (screenplay), Jennifer Lee (screenplay), John C. Reilly (additional story material), Sam J. Levine (additional story material), Jared Stern (additional story material)",72.0,7.8,Rich Moore,02 Nov 2012,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",Animation,Nominated for 1 Oscar. Another 19 wins & 20 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,"167,471",,497825354.0,2012,3650,Wreck-It Ralph,3
2012,tt1790885,Zero Dark Thirty,ok-disagree,ok,PASS,52500000,95720716.0,137720716.0,2012PASS,53268525,97121930.0,139736750.0,1.0,1.0,1790885,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May 2011.",R,True,"English, Arabic",USA,Mark Boal,95.0,7.4,Kathryn Bigelow,11 Jan 2013,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",Drama,Won 1 Oscar. Another 57 wins & 72 nominations.,157 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,"161,319",,180941432.0,2012,3737,Zero Dark Thirty,3
2011,tt1622547,30 Minutes or Less,notalk,notalk,FAIL,28000000,37053924.0,40966716.0,2011FAIL,28999342,38376408.0,42428850.0,1.0,1.0,1622547,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",R,True,"English, German, Spanish","Germany, Canada, USA","Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)",49.0,6.2,Ruben Fleischer,12 Aug 2011,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",Action,,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg,"63,927",,50020640.0,2011,2618,30 Minutes or Less,1
2011,tt1306980,50/50,men-disagree,men,FAIL,8000000,35016118.0,41334735.0,2011FAIL,8285526,36265871.0,42810004.0,1.0,1.0,1306980,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",R,True,English,USA,Will Reiser,72.0,7.8,Jonathan Levine,30 Sep 2011,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",Comedy,Nominated for 2 Golden Globes. Another 9 wins & 9 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,"207,865",,68350853.0,2011,2819,50/50,2
2011,tt1571222,A Dangerous Method,dubious,dubious,FAIL,20000000,5702083.0,14807531.0,2011FAIL,20713816,5905595.0,15336023.0,1.0,1.0,1571222,A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.,R,True,English,"UK, Germany, Canada, Switzerland","Christopher Hampton (screenplay), Christopher Hampton (play), John Kerr (book)",76.0,6.5,David Cronenberg,10 Nov 2011,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel",Biography,Nominated for 1 Golden Globe. Another 17 wins & 16 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,"61,249",,509614.0,2011,3491,A Dangerous Method,3
2011,tt1422136,A Lonely Place to Die,ok,ok,PASS,4000000,,442550.0,2011PASS,4142763,,458345.0,1.0,1.0,1422136,A group of mountaineers in the Scottish Highlands discover a kidnapped girl and are pursued by her captors.,R,True,"English, Serbian",UK,"Julian Gilbey, Will Gilbey",,6.3,Julian Gilbey,02 Nov 2011,"Alec Newman, Ed Speleers, Melissa George, Kate Magowan",Action,6 wins & 1 nomination.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BNTM5OTA2MTc2N15BMl5BanBnXkFtZTcwMjI3NDQyNg@@._V1_SX300.jpg,"17,103",,,2011,5041,A Lonely Place to Die,3
2011,tt1268799,A Very Harold &amp; Kumar 3D Christmas,notalk,notalk,FAIL,20000000,35061031.0,36265745.0,2011FAIL,20713816,36312387.0,37560098.0,1.0,1.0,1268799,,,,,,,,,,,,,,,,,,,51326776.0,2011,2854,A Very Harold &amp; Kumar 3D Christmas,1
2011,tt1549572,Another Earth,ok,ok,PASS,175000,1321194.0,1781194.0,2011PASS,181246,1368348.0,1844766.0,1.0,1.0,1549572,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",PG-13,True,English,USA,"Mike Cahill, Brit Marling",66.0,7.0,Mike Cahill,12 Oct 2011,"William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava",Drama,7 wins & 10 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX300.jpg,"46,993",,2927388.0,2011,3458,Another Earth,3
2011,tt1772240,Apollo 18,nowomen,nowomen,FAIL,5000000,17686929.0,26517819.0,2011FAIL,5178454,18318189.0,27464261.0,1.0,1.0,1772240,"Decades-old found footage from NASA's abandoned Apollo 18 mission, where two American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon.",PG-13,True,English,"USA, Canada",Brian Miller,24.0,5.2,Gonzalo López-Gallego,02 Sep 2011,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa",Horror,1 win & 1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5MTk3OTk3OV5BMl5BanBnXkFtZTcwMzg4MzgxNg@@._V1_SX300.jpg,"39,560",,39204748.0,2011,2659,Apollo 18,0
2011,tt1430607,Arthur Christmas,notalk,notalk,FAIL,85000000,46462469.0,147624649.0,2011FAIL,88033717,48120751.0,152893489.0,1.0,1.0,1430607,"On Christmas night at the North Pole, Santa's youngest son looks to use his father's high-tech operation for an urgent mission.",PG,True,English,"UK, USA","Peter Baynham (screenplay), Sarah Smith (screenplay)",69.0,7.1,"Sarah Smith, Barry Cook",23 Nov 2011,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",Animation,Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg,"25,736",,109087118.0,2011,4914,Arthur Christmas,1
2011,tt1478964,Attack the Block,ok-disagree,ok,PASS,13000000,1024175.0,5406422.0,2011PASS,13463980,1060729.0,5599381.0,1.0,1.0,1478964,A teen gang in South London defend their block from an alien invasion.,R,True,English,"UK, France",Joe Cornish,75.0,6.6,Joe Cornish,13 May 2011,"Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones",Action,Nominated for 1 BAFTA Film Award. Another 17 wins & 21 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_SX300.jpg,"65,878",,-6569403.0,2011,2735,Attack the Block,3
2011,tt1284575,Bad Teacher,ok-disagree,ok,PASS,19000000,100292856.0,216412265.0,2011PASS,19678125,103872387.0,224136189.0,1.0,1.0,1284575,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",R,True,English,USA,"Gene Stupnitsky, Lee Eisenberg",47.0,5.7,Jake Kasdan,24 Jun 2011,"Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake",Comedy,5 wins & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg,"123,366",,297705121.0,2011,2451,Bad Teacher,3
2011,tt1217613,Battle: Los Angeles,notalk-disagree,notalk,FAIL,70000000,83552429.0,212005201.0,2011FAIL,72498355,86534481.0,219571833.0,1.0,1.0,1217613,,,,,,,,,,,,,,,,,,,225557630.0,2011,2122,Battle: Los Angeles,1
2011,tt1152398,Beastly,notalk,notalk,FAIL,17000000,27865571.0,38028230.0,2011FAIL,17606743,28860115.0,39385487.0,1.0,1.0,1152398,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",PG-13,True,English,USA,"Daniel Barnz (screenplay), Alex Flinn (novel)",40.0,5.5,Daniel Barnz,04 Mar 2011,"Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson",Drama,1 win & 1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,"45,885",,48893801.0,2011,2136,Beastly,1
2011,tt1629705,Blackthorn,notalk,notalk,FAIL,4500000,200558.0,1249765.0,2011FAIL,4660609,207716.0,1294370.0,1.0,1.0,1629705,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",R,True,"English, Spanish","Spain, USA, Bolivia, France",Miguel Barros (scriptwriter),61.0,6.6,Mateo Gil,01 Jul 2011,"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier",Action,6 wins & 13 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MDA1MDczMV5BMl5BanBnXkFtZTcwMzE0MjU0Ng@@._V1_SX300.jpg,"5,372",,-3049677.0,2011,3805,Blackthorn,1
2011,tt1478338,Bridesmaids,ok-disagree,ok,PASS,32500000,169106725.0,289263136.0,2011PASS,33659951,175142277.0,299587165.0,1.0,1.0,1478338,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",R,True,English,USA,"Kristen Wiig, Annie Mumolo",75.0,6.9,Paul Feig,13 May 2011,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi",Comedy,Nominated for 2 Oscars. Another 11 wins & 44 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,"166,930",,425869861.0,2011,2123,Bridesmaids,3
2011,tt0458339,Captain America: The First Avenger,notalk-disagree,notalk,FAIL,140000000,176654505.0,370569776.0,2011FAIL,144996710,182959443.0,383795703.0,1.0,1.0,458339,"After being deemed unfit for military service, Steve Rogers volunteers for a top secret research project that turns him into Captain America, a superhero dedicated to defending USA ideals.",PG-13,True,"English, Norwegian, French",USA,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (comic books), Jack Kirby (comic books)",66.0,6.8,Joe Johnston,22 Jul 2011,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones",Action,2 wins & 19 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg,"277,792",,407224281.0,2011,2567,Captain America: The First Avenger,1
2011,tt1216475,Cars 2,men,men,FAIL,200000000,191450875.0,560155383.0,2011FAIL,207138157,198283907.0,580147769.0,1.0,1.0,1216475,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,G,True,"English, Japanese, Italian, French",USA,"John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay)",57.0,6.4,"John Lasseter, Brad Lewis",24 Jun 2011,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",Animation,Nominated for 1 Golden Globe. Another 1 win & 15 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,"68,226",,551606258.0,2011,2779,Cars 2,2
2011,tt1684628,Circumstance,ok,ok,PASS,900000,454121.0,454121.0,2011PASS,932122,470329.0,470329.0,1.0,1.0,1684628,A wealthy Iranian family struggles to contain a teenager's growing sexual rebellion and her brother's dangerous obsession.,R,True,"Persian, English, French","France, USA, Iran",Maryam Keshavarz,65.0,6.0,Maryam Keshavarz,08 Feb 2012,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa",Drama,7 wins & 7 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc5NjI5MzA3OV5BMl5BanBnXkFtZTcwOTgxNzcyNg@@._V1_SX300.jpg,"5,178",,8242.0,2011,2718,Circumstance,3
2011,tt1657507,Colombiana,notalk,notalk,FAIL,40000000,36665854.0,71698079.0,2011FAIL,41427631,37974487.0,74257040.0,1.0,1.0,1657507,"A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.",PG-13,True,"English, Spanish",France,"Luc Besson (screenplay), Robert Mark Kamen (screenplay)",45.0,6.4,Olivier Megaton,26 Aug 2011,"Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg",Action,2 wins & 4 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,"60,079",,68363933.0,2011,3702,Colombiana,1
2011,tt0816462,Conan the Barbarian,dubious-disagree,dubious,FAIL,20000000,38264085.0,79114085.0,2011FAIL,20713816,39629760.0,81937729.0,1.0,1.0,816462,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,R,True,English,USA,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)",36.0,5.2,Marcus Nispel,19 Aug 2011,"Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman",Action,2 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg,"69,325",,97378170.0,2011,2636,Conan the Barbarian,3
2011,tt1598778,Contagion,ok-disagree,ok,PASS,60000000,75658097.0,137551594.0,2011PASS,62141447,78358394.0,142460919.0,1.0,1.0,1598778,The CDC races against time to develop a vaccine against an extremely lethal virus.,PG-13,True,"English, Mandarin, Cantonese","USA, United Arab Emirates",Scott Z. Burns,70.0,6.7,Steven Soderbergh,09 Sep 2011,"Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law",Drama,2 wins & 6 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,"146,589",,153209691.0,2011,2673,Contagion,3
2011,tt1372686,Coriolanus,men,men,FAIL,10000000,749641.0,1049641.0,2011FAIL,10356908,776396.0,1087104.0,1.0,1.0,1372686,A banished hero of Rome allies with a sworn enemy to take his revenge on the city.,R,True,English,UK,"John Logan (screenplay), William Shakespeare (play)",79.0,6.1,Ralph Fiennes,20 Jan 2012,"Ralph Fiennes, Gerard Butler, Lubna Azabal, Ashraf Barhom",Drama,Nominated for 1 BAFTA Film Award. Another 10 wins & 8 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg,"22,126",,-8200718.0,2011,3969,Coriolanus,2
2011,tt0409847,Cowboys &amp; Aliens,notalk,notalk,FAIL,163000000,100240551.0,175910315.0,2011FAIL,168817598,103818215.0,182188693.0,1.0,1.0,409847,,,,,,,,,,,,,,,,,,,113150866.0,2011,2589,Cowboys &amp; Aliens,1
2011,tt1701990,Detention,ok,ok,PASS,10000000,,,2011PASS,10356908,,,1.0,1.0,1701990,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",R,True,English,USA,"Joseph Kahn, Mark Palermo",45.0,5.8,Joseph Kahn,13 Apr 2012,"Alison Woods, Logan Stalarow, Julie Dolan, Shanley Caswell",Comedy,,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzMxMDA1Nl5BMl5BanBnXkFtZTcwODM3MDcxNQ@@._V1_SX300.jpg,"8,880",,,2011,3895,Detention,3
2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,notalk,notalk,FAIL,18000000,52698535.0,73695194.0,2011FAIL,18642434,54579387.0,76325433.0,1.0,1.0,1650043,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",PG,True,English,USA,"Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",51.0,6.6,David Bowers,25 Mar 2011,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron",Comedy,1 win & 5 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_SX300.jpg,"13,675",,108393729.0,2011,2954,Diary of a Wimpy Kid: Rodrick Rules,1
2011,tt1564349,Dolphin Tale,men,men,FAIL,37000000,72286779.0,96068724.0,2011FAIL,38320559,74866751.0,99497492.0,1.0,1.0,1564349,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,PG,True,English,USA,"Karen Janszen, Noam Dromi",64.0,6.9,Charles Martin Smith,23 Sep 2011,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson",Drama,2 wins & 4 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NTQwMTU5NF5BMl5BanBnXkFtZTcwNTU0MzE0NQ@@._V1_SX300.jpg,"12,619",,131355503.0,2011,2691,Dolphin Tale,2
2011,tt1462041,Dream House,ok,ok,PASS,50000000,21302340.0,39932340.0,2011PASS,51784539,22062637.0,41357557.0,1.0,1.0,1462041,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",PG-13,True,English,"USA, Canada",David Loucka,35.0,5.9,Jim Sheridan,30 Sep 2011,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas",Drama,1 nomination.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg,"35,372",,11234680.0,2011,2834,Dream House,3
2011,tt0780504,Drive,dubious-disagree,dubious,FAIL,15000000,35060689.0,78054825.0,2011FAIL,15535362,36312033.0,80840663.0,1.0,1.0,780504,"A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.",R,True,"English, Spanish",USA,"Hossein Amini (screenplay), James Sallis (book)",78.0,7.9,Nicolas Winding Refn,16 Sep 2011,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",Crime,Nominated for 1 Oscar. Another 43 wins & 80 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,"334,747",,98115514.0,2011,2679,Drive,3
